link,company,title,content,last_updated
https://bep.co.kr/Career/recruitmentView?idx=135,BEP,운영전략부문 HR(경력),"모집중
HR(경력)
☀️
채용 유형
정규직
☀️
근무지
서울 본사(광화문 케이트윈타워)
☀️
채용 인원
1명
☀️
채용 직위
협의
☀️
업무 내용
- 채용 프로세스 진행 및 데이터 분석을 통한 프로세스 개선
- 채용 브랜딩 기획
- 사내 교육 프로그램 기획 및 운영
- HRM 업무 관련 실무 운영
- 그 외 인사 업무 전반
- 조직문화 행사 기획 및 운영
☀️
지원 자격
- 관련 업무 경험을 5년 ~ 7년 보유하신 분
- 채용 업무 경험 5년 이상
- HRD 경력을 보유하신 분
- 긍정적이며 자기주도적 업무에 익숙하신 분
- 뛰어난 팀워크와 친화력을 바탕으로 협업에 강점을 가진 분
☀️
우대사항
- 인건비 관리 또는 급여 운영 경험이 있으신 분
- 사내 교육을 직접 기획하고 운영해 본 경험이 있으신 분
- 다양한 사내 행사 기획을 경험해 보신 분
- 대기업/스타트업 등에서 다양한 문화를 경험해 보신 분
- 영어 능통자
☀️
채용 절차
서류 접수 -> 1차 인터뷰 -> 2차 인터뷰 -> 최종합격
- 모집 기간 : 채용 완료까지
- 인터뷰는 서류 합격자에 한하여 대면 또는 비대면으로 진행되며,
지원자가 한 명인 형태로 진행됩니다.
- 인터뷰 일정은 이메일을 통해 별도 협의하여 가장 빠른 일정으로 제안 드립니다.
☀️
지원 방법
-
newcrew@bepsolar.com
으로 입사지원서
(국문)
를 제출해주시기 바라며, 메일 제목에는 지원 분야를 적어주세요.(예시 [HR] 홍길동 입사지원합니다)
- 입사지원서는 이력서 + 자기소개서가 포함된 자유 양식으로 PDF 파일로 송부해주시기 바라며, 필요시 포트폴리오를 함께 보내주셔도 좋습니다.
​
목록보기",2025-12-23
https://bep.co.kr/Career/recruitmentView?idx=134,BEP,운영전략부문 사내변호사 (Lead),"모집중
사내변호사 (Lead)
☀️
채용 유형
정규직
☀️
근무지
서울 본사(광화문 케이트윈타워)
☀️
채용 인원
1명
☀️
채용 직위
협의
☀️
업무 내용
1. 법률 리스크 관리
- 회사 전반의 법적·규제적 리스크 식별 및 통제 방안 수립
- HSE, 윤리규범, 청탁방지 등 준법감시 체계 구축 및 점검
2. 계약 및 법률 자문
- 주요 법률 이슈 및 프로젝트 관련 계약 검토 및 자문
- 외부 법률자문사 관리(협업부서 외부 법률 자문 업무 효율화 등)
3. 분쟁 및 소송 대응
- 분쟁 가능성 사전 식별 및 예방적 조치 마련
- 민·형사·행정 등 각종 소송 및 분쟁 발생 시 전략 수립 및 대응 총괄
- 내부 이해관계자(경영진, 실무부서)와 소송 진행 사항 공유 및 의사결정 지원
☀️
지원 자격
- 국내 변호사 자격증 보유자
- 대기업 및 중견기업 사내변호사 경력 포함 총 경력 7년 이상 보유자
- 내부통제 및 컴플라이언스 구축 및 운영 경험 보유자
- 계약 검토·작성, 리스크 관리, 분쟁·소송 대응 등 업무 주도 경험
- 이사회 및 주총, 공시 및 기관 대응 경험 보유자
☀️
우대사항
- 재생에너지사업 및 인프라·에너지 분야 산업 경험 보유자
- 미국 등 해외 변호사 자격 추가 보유자
- 영어 능통자
☀️
채용 절차
서류 접수 -> 1차 인터뷰 -> 2차 인터뷰 -> 최종합격
- 모집 기간 : 채용 완료까지
- 인터뷰는 서류 합격자에 한하여 대면 또는 비대면으로 진행되며,
지원자가 한 명인 형태로 진행됩니다.
- 인터뷰 일정은 이메일을 통해 별도 협의하여 가장 빠른 일정으로 제안 드립니다.
☀️
지원 방법
-
newcrew@bepsolar.com
으로 입사지원서
(국문)
를 제출해주시기 바라며, 메일 제목에는 지원 분야를 적어주세요.(예시 [사업개발] 홍길동 입사지원합니다)
- 입사지원서는 이력서 + 자기소개서가 포함된 자유 양식으로 PDF 파일로 송부해주시기 바라며, 필요시 포트폴리오를 함께 보내주셔도 좋습니다.
목록보기",2025-12-23
https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52429363&location=ts&searchword=%EC%9D%B4%EB%B8%8C%EC%9D%B4%EC%8B%9C%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=9f29937d-3cfa-402c-a4bc-bae019313139,이브이시스(주),[EVSIS] 시설 관리 담당자 채용,"로그인
회원가입
홈
채용정보
포지션 제안
신입·인턴
기업·연봉
커리어성장
커뮤니티
이어보는
Ai매치 채용정보
사람인
인공지능 기술
기반으로 맞춤 공고를 추천해드리는 사람인의 채용정보제공 서비스입니다.",2025-12-23
https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52440475&location=ts&searchword=%EC%9D%B4%EB%B8%8C%EC%9D%B4%EC%8B%9C%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=9f29937d-3cfa-402c-a4bc-bae019313139,이브이시스(주),[EVSIS] C/S관리 담당자 채용,"로그인
회원가입
홈
채용정보
포지션 제안
신입·인턴
기업·연봉
커리어성장
커뮤니티
이어보는
Ai매치 채용정보
사람인
인공지능 기술
기반으로 맞춤 공고를 추천해드리는 사람인의 채용정보제공 서비스입니다.",2025-12-23
https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52467515&location=ts&searchword=%EC%9D%B4%EB%B8%8C%EC%9D%B4%EC%8B%9C%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=9f29937d-3cfa-402c-a4bc-bae019313139,이브이시스(주),[EVSIS] 전기차 충전 C/S담당자(강원/원주) 채용,"로그인
회원가입
홈
채용정보
포지션 제안
신입·인턴
기업·연봉
커리어성장
커뮤니티
이어보는
Ai매치 채용정보
사람인
인공지능 기술
기반으로 맞춤 공고를 추천해드리는 사람인의 채용정보제공 서비스입니다.",2025-12-23
https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52467747&location=ts&searchword=%EC%9D%B4%EB%B8%8C%EC%9D%B4%EC%8B%9C%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=9f29937d-3cfa-402c-a4bc-bae019313139,이브이시스(주),[EVSIS] 전략기획 신입사원 채용,"로그인
회원가입
홈
채용정보
포지션 제안
신입·인턴
기업·연봉
커리어성장
커뮤니티
이어보는
Ai매치 채용정보
사람인
인공지능 기술
기반으로 맞춤 공고를 추천해드리는 사람인의 채용정보제공 서비스입니다.",2025-12-23
https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52479775&location=ts&searchword=%EC%9D%B4%EB%B8%8C%EC%9D%B4%EC%8B%9C%EC%8A%A4&searchType=search&paid_fl=n&search_uuid=9f29937d-3cfa-402c-a4bc-bae019313139,이브이시스(주),[EVSIS] 영업 경력사원 채용,"로그인
회원가입
홈
채용정보
포지션 제안
신입·인턴
기업·연봉
커리어성장
커뮤니티
이어보는
Ai매치 채용정보
사람인
인공지능 기술
기반으로 맞춤 공고를 추천해드리는 사람인의 채용정보제공 서비스입니다.",2025-12-23
https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52456866&location=ts&searchword=%ED%94%8C%EB%9F%AC%EA%B7%B8%EB%A7%81%ED%81%AC&searchType=search&paid_fl=n&search_uuid=ff02623c-877b-461f-9e28-5c49639cfff5,(주)플러그링크,전기차충전업 시공 PM 매니저,"로그인
회원가입
홈
채용정보
포지션 제안
신입·인턴
기업·연봉
커리어성장
커뮤니티
이어보는
Ai매치 채용정보
사람인
인공지능 기술
기반으로 맞춤 공고를 추천해드리는 사람인의 채용정보제공 서비스입니다.",2025-12-23
https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52522456&location=ts&searchword=%ED%94%8C%EB%9F%AC%EA%B7%B8%EB%A7%81%ED%81%AC&searchType=search&paid_fl=n&search_uuid=ff02623c-877b-461f-9e28-5c49639cfff5,(주)플러그링크,전기차충전업 서비스기획 매니저,"로그인
회원가입
홈
채용정보
포지션 제안
신입·인턴
기업·연봉
커리어성장
커뮤니티
이어보는
Ai매치 채용정보
사람인
인공지능 기술
기반으로 맞춤 공고를 추천해드리는 사람인의 채용정보제공 서비스입니다.",2025-12-23
https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52522463&location=ts&searchword=%ED%94%8C%EB%9F%AC%EA%B7%B8%EB%A7%81%ED%81%AC&searchType=search&paid_fl=n&search_uuid=ff02623c-877b-461f-9e28-5c49639cfff5,(주)플러그링크,전기차충전업 백엔드 엔지니어,"로그인
회원가입
홈
채용정보
포지션 제안
신입·인턴
기업·연봉
커리어성장
커뮤니티
이어보는
Ai매치 채용정보
사람인
인공지능 기술
기반으로 맞춤 공고를 추천해드리는 사람인의 채용정보제공 서비스입니다.",2025-12-23
https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52522738&location=ts&searchword=%ED%94%8C%EB%9F%AC%EA%B7%B8%EB%A7%81%ED%81%AC&searchType=search&paid_fl=n&search_uuid=ff02623c-877b-461f-9e28-5c49639cfff5,(주)플러그링크,전기차충전업 CX 매니저,"로그인
회원가입
홈
채용정보
포지션 제안
신입·인턴
기업·연봉
커리어성장
커뮤니티
이어보는
Ai매치 채용정보
사람인
인공지능 기술
기반으로 맞춤 공고를 추천해드리는 사람인의 채용정보제공 서비스입니다.",2025-12-23
https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52522773&location=ts&searchword=%ED%94%8C%EB%9F%AC%EA%B7%B8%EB%A7%81%ED%81%AC&searchType=search&paid_fl=n&search_uuid=ff02623c-877b-461f-9e28-5c49639cfff5,(주)플러그링크,전기차충전업 운영기획 매니저,"로그인
회원가입
홈
채용정보
포지션 제안
신입·인턴
기업·연봉
커리어성장
커뮤니티
이어보는
Ai매치 채용정보
사람인
인공지능 기술
기반으로 맞춤 공고를 추천해드리는 사람인의 채용정보제공 서비스입니다.",2025-12-23
https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52409006&location=ts&searchword=%EC%97%90%EB%B2%84%EC%98%A8&searchType=search&paid_fl=n&search_uuid=827a5b5c-011f-4e37-a067-b1e6c9e11f87,(주)에버온,[전기차충전서비스기업 에버온] 정보보안 담당자 채용,"로그인
회원가입
홈
채용정보
포지션 제안
신입·인턴
기업·연봉
커리어성장
커뮤니티
이어보는
Ai매치 채용정보
사람인
인공지능 기술
기반으로 맞춤 공고를 추천해드리는 사람인의 채용정보제공 서비스입니다.",2025-12-23
https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52468911&location=ts&searchword=%EC%97%90%EB%B2%84%EC%98%A8&searchType=search&paid_fl=n&search_uuid=827a5b5c-011f-4e37-a067-b1e6c9e11f87,(주)에버온,[전기차충전서비스기업 에버온] 데이터분석기획자 채용,"로그인
회원가입
홈
채용정보
포지션 제안
신입·인턴
기업·연봉
커리어성장
커뮤니티
이어보는
Ai매치 채용정보
사람인
인공지능 기술
기반으로 맞춤 공고를 추천해드리는 사람인의 채용정보제공 서비스입니다.",2025-12-23
https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52469100&location=ts&searchword=%EC%97%90%EB%B2%84%EC%98%A8&searchType=search&paid_fl=n&search_uuid=827a5b5c-011f-4e37-a067-b1e6c9e11f87,(주)에버온,[전기차충전서비스기업 에버온] 서비스기획운영자 채용,"로그인
회원가입
홈
채용정보
포지션 제안
신입·인턴
기업·연봉
커리어성장
커뮤니티
이어보는
Ai매치 채용정보
사람인
인공지능 기술
기반으로 맞춤 공고를 추천해드리는 사람인의 채용정보제공 서비스입니다.",2025-12-23
